Zipcode,SiteName,SiteType,Longitude,Latitude
78741,Montopolis Neighborhood Center,Neighborhood Center ,-97.70134200000001,30.229149
78741,Montopolis WIC Clinic,Clinic,-97.708833,30.214990999999998
78758,Northwest WIC Clinic,Clinic,-97.71695799999999,30.365149
78735,Oak Hill WIC Clinic,Clinic,-97.893723,30.251475
78660,Pflugerville WIC Clinic,Clinic,-97.65186,30.449001000000003
78702,RBJ Health Center ,"Clinic, Offices ",-97.733446,30.252309999999998
78702,Rosewood-Zaragosa Neighborhood Center,"Clinic, Neighborhood Center ",-97.710555,30.265355
78702,Rosewood-Zaragosa WIC Clinic,"Clinic, Neighborhood Center ",-97.71038,30.265487
78754,Rutherford Campus,Offices ,-97.68114,30.337078
78704,South Austin Neighborhood Center,"Clinic, Neighborhood Services ",-97.760064,30.239254
78704,South Austin WIC Clinic,"Clinic, Neighborhood Center ",-97.76007299999999,30.239252
78752,St. John Community Center,"Clinic, Neighborhood Center ",-97.693348,30.332632
78752,St. Johns WIC Clinic,"Clinic, Neighborhood Center ",-97.69335,30.332634999999996
78702,Betty Dunkerley Health Campus Building B,Offices ,-97.69174879,30.25130566
78752,AK Black Health Center ,Clinic,-97.69853499999999,30.333683
78702,"Betty Dunkerley Campus, Building E ",Offices ,-97.690225,30.252944
78751,First Workers Day Labor Center ,Service Center ,-97.711863,30.308436
78741,Montopolis Recreation Community Center ,Offices ,-97.699893,30.232385999999998
78702,"Betty Dunkerley Campus Building H, Administrative Services ",Offices ,-97.689104,30.253738000000002
78702,"Betty Dunkerley Health Campus, Building C",Offices,-97.69001300000001,30.251614
